"Day","Subject","Treat","Rep","Glucose","Galactose","Fructose","Xylose","Arabinose","Fucose","Rhamnose","GlcA","GalA","GlcNAc","GalNAc","Mannose","Allose","Ribose"
"d3","Sub2","Sunfiber","C",0.134505559025125,0.635620353582415,0,0.00770543062053315,0.0042248896387104,0.0290400941979378,0.059800239696399,0,0,0.00338350541194366,0,0.597469973213845,0,0.0319006694641851
"d0","Sub3","Sunfiber","A",0.072259812403171,4.13291654688398,0.0094413624708208,0,0.0449904349475957,0,0.0097584812532124,0,0,0,0,4.45062869943309,0,0.0366913648909806
"d0","Sub3","Sunfiber","B",0.07848995728143,4.07229405150764,0.0100266225245485,0,0,0,0.0119420810826084,0,0,0.00304569164946471,0,3.87829945224121,0,0.0370763017643706
"d0","Sub3","Sunfiber","C",0.0421253353922345,3.89036312157746,0.0096695946997824,0,0,0,0.00967639474523045,0,0,0.00247837122360449,0,4.19789676949266,0,0.0350735997079793
"d1","Sub3","Sunfiber","A",0.0445570286270641,2.85234001051678,0.0059200431543377,0,0,0.00251347988847799,0.00922816312429825,0,0,0.00131288219990952,0,3.4907766753575,0,0.0203753283268246
"d1","Sub3","Sunfiber","B",0.095155265336873,6.8318448467007,0.0107010406863737,0,0,0.0230804776983571,0.0290651121716047,0,0,0,0,8.1856343607857,0,0.0373562298308836
"d1","Sub3","Sunfiber","C",0.065058787067087,4.67165846295102,0,0,0.0151928734324123,0.0119561249886832,0.018296418261313,0,0.00072343200162169,0.00115185593526203,0,5.1238222493495,0,0.0280606038383998
"d2","Sub3","Sunfiber","A",0.0558678519214915,3.87617507053947,0,0,0,0.0107040517942761,0.0111328591296484,0,0.00155919103923708,0,0,4.01650915199895,0,0.0234988238880508
"d2","Sub3","Sunfiber","B",0.0405460684773885,3.35246987069973,0.00921418394814815,0,0,0.0112197031176481,0.0115893704467279,0,0.00210815503856824,0,0,3.82004602346028,0,0.0168261022415885
"d2","Sub3","Sunfiber","C",0.048297307405374,3.45516635513545,0,0,0,0.0108392703543821,0.0136014101422188,0,0.00097627501865363,0,0,3.70477704262263,0,0.022578054335357
"d3","Sub3","Sunfiber","A",0.0531734148884825,3.65493096927343,0,0,0.0198412778070477,0.0102444615917537,0.0114406526910643,0,0,0.00140192051573573,0,4.07447230787976,0,0.0251330870779944
"d3","Sub3","Sunfiber","B",0.0593343007705275,4.4330056771976,0,0,0,0.010152781927951,0.0126989221375665,0,0,0,0,4.84077867895149,0,0.0244209541793857
"d3","Sub3","Sunfiber","C",0.0661167577947205,4.38524747022138,0,0,0,0.012370595692631,0.0169545385379801,0,0,0,0,5.09746102297755,0,0.0293116109141885
"d0","Sub4","Sunfiber","A",0.080823825668848,3.5607711086876,0.00829707183400175,0.0683642147099475,0,0,0.0125599510135023,0,0,0.00101401075778156,0,4.02041640380484,0,0.0443550804684308
"d0","Sub4","Sunfiber","B",0.0609001151448755,3.60025516248987,0.0089000987446402,0.0099564717767665,0,0.00765169466326465,0.0121990667440482,0,0.00663554465247045,0.00231412098754719,0,3.94052068466454,0,0.0387288215260468
